Model,Split,Class,Box(P,R,mAP50,mAP50-95)
ultralytics/ultralytics/cfg/models/v8/yolov8m-p2.yaml,test,apple,0.776535391408176,0.6783068783068783,0.7687511696349094,0.4408052062794388
ultralytics/ultralytics/cfg/models/v8/yolov8l-p2.yaml,train,all,0.7849416082430869,0.6776900085542061,0.7736469923006046,0.4427163708936472
ultralytics/ultralytics/cfg/models/v8/yolov8l-p2.yaml,train,apple,0.7849416082430869,0.6776900085542061,0.7736469923006046,0.4427163708936472
ultralytics/ultralytics/cfg/models/v8/yolov8l-p2.yaml,val,all,0.7871902236043088,0.6754578754578755,0.7737742504953782,0.4423347577368729
ultralytics/ultralytics/cfg/models/v8/yolov8l-p2.yaml,val,apple,0.7871902236043088,0.6754578754578755,0.7737742504953782,0.4423347577368729
ultralytics/ultralytics/cfg/models/v8/yolov8l-p2.yaml,test,all,0.7871902236043088,0.6754578754578755,0.7737742504953782,0.4423347577368729
ultralytics/ultralytics/cfg/models/v8/yolov8l-p2.yaml,test,apple,0.7871902236043088,0.6754578754578755,0.7737742504953782,0.4423347577368729
ultralytics/ultralytics/cfg/models/v8/yolov8x-p2.yaml,train,all,0.7513530118272242,0.6780626780626781,0.7490530648329414,0.44074135121692726
ultralytics/ultralytics/cfg/models/v8/yolov8x-p2.yaml,train,apple,0.7513530118272242,0.6780626780626781,0.7490530648329414,0.44074135121692726
ultralytics/ultralytics/cfg/models/v8/yolov8x-p2.yaml,val,all,0.7523469348666733,0.6785510785510785,0.7497408621850397,0.440486382366463
ultralytics/ultralytics/cfg/models/v8/yolov8x-p2.yaml,val,apple,0.7523469348666733,0.6785510785510785,0.7497408621850397,0.440486382366463
ultralytics/ultralytics/cfg/models/v8/yolov8x-p2.yaml,test,all,0.7523469348666733,0.6785510785510785,0.7497408621850397,0.440486382366463
ultralytics/ultralytics/cfg/models/v8/yolov8x-p2.yaml,test,apple,0.7523469348666733,0.6785510785510785,0.7497408621850397,0.440486382366463
